num_faces
1.0
1.0
0.0
1.0
2.0
1.0
0.0
0.0
1.0
1.0
0.0
-1.0
1.0
1.0
0.0
1.0
-1.0
0.0
1.0
2.0
2.0
-1.0
22.0
1.0
1.0
1.0
3.0
1.0
0.0
1.0
5.0
9.0
0.0
0.0
0.0
1.0
0.0
1.0
0.0
1.0
1.0
0.0
1.0
1.0
5.0
1.0
0.0
-1.0
1.0
-1.0
1.0
0.0
-1.0
0.0
1.0
1.0
-1.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
1.0
3.0
2.0
-1.0
1.0
-1.0
7.0
-1.0
-1.0
0.0
1.0
0.0
1.0
-1.0
7.0
1.0
-1.0
1.0
1.0
0.0
7.0
3.0
0.0
1.0
2.0
-1.0
7.0
-1.0
5.0
-1.0
-1.0
-1.0
1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
0.0
-1.0
0.0
-1.0
0.0
-1.0
-1.0
2.0
-1.0
2.0
3.0
-1.0
-1.0
2.0
-1.0
0.0
2.0
-1.0
2.0
-1.0
2.0
-1.0
0.0
1.0
0.0
3.0
-1.0
0.0
-1.0
2.0
3.0
1.0
1.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
2.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
1.0
-1.0
-1.0
2.0
1.0
0.0
-1.0
-1.0
0.0
-1.0
-1.0
1.0
3.0
-1.0
-1.0
13.0
-1.0
3.0
-1.0
-1.0
-1.0
0.0
-1.0
0.0
-1.0
1.0
4.0
-1.0
-1.0
-1.0
1.0
2.0
0.0
9.0
1.0
-1.0
1.0
0.0
-1.0
-1.0
0.0
-1.0
1.0
1.0
2.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
2.0
-1.0
-1.0
2.0
1.0
-1.0
-1.0
0.0
1.0
-1.0
2.0
-1.0
1.0
-1.0
2.0
-1.0
2.0
0.0
12.0
1.0
0.0
1.0
-1.0
0.0
1.0
-1.0
0.0
0.0
-1.0
0.0
2.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
1.0
0.0
1.0
1.0
0.0
0.0
0.0
-1.0
1.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
1.0
0.0
1.0
-1.0
-1.0
2.0
-1.0
-1.0
0.0
1.0
1.0
-1.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
0.0
0.0
-1.0
0.0
0.0
-1.0
0.0
3.0
8.0
-1.0
-1.0
1.0
1.0
0.0
2.0
2.0
1.0
2.0
0.0
1.0
1.0
1.0
1.0
0.0
0.0
0.0
1.0
0.0
2.0
-1.0
0.0
3.0
0.0
2.0
1.0
1.0
1.0
3.0
0.0
3.0
-1.0
0.0
-1.0
0.0
-1.0
-1.0
0.0
1.0
0.0
-1.0
0.0
0.0
1.0
-1.0
0.0
-1.0
1.0
1.0
3.0
0.0
0.0
0.0
0.0
3.0
1.0
0.0
2.0
0.0
1.0
0.0
0.0
0.0
2.0
1.0
5.0
1.0
-1.0
-1.0
3.0
1.0
3.0
0.0
0.0
7.0
0.0
0.0
1.0
0.0
0.0
0.0
1.0
0.0
1.0
1.0
0.0
0.0
2.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
1.0
3.0
0.0
4.0
1.0
1.0
1.0
3.0
1.0
1.0
1.0
2.0
1.0
0.0
-1.0
0.0
1.0
1.0
1.0
0.0
3.0
0.0
0.0
1.0
4.0
1.0
1.0
0.0
1.0
2.0
1.0
0.0
-1.0
-1.0
1.0
0.0
-1.0
1.0
-1.0
0.0
-1.0
-1.0
-1.0
-1.0
0.0
4.0
0.0
0.0
0.0
0.0
1.0
2.0
-1.0
0.0
-1.0
0.0
0.0
1.0
1.0
1.0
4.0
-1.0
1.0
2.0
0.0
0.0
1.0
1.0
0.0
0.0
4.0
